Dosya_Adi,Payload_Bit,Toplam_Piksel,Guvenli_Piksel(K),Daralma_Orani(%),ABC_Suresi_sn,MSE,PSNR_dB,SSIM
1383.pgm,10000,65536,42688,65.1367,0.24086,0.075989,59.3233,0.999888
1384.pgm,10000,65536,34736,53.0029,0.06417,0.075043,59.3777,0.999834
1385.pgm,10000,65536,47552,72.5586,0.0324,0.076721,59.2817,0.999869
1386.pgm,10000,65536,27072,41.3086,0.02742,0.07663,59.2868,0.999875
1387.pgm,10000,65536,31296,47.7539,0.03128,0.076187,59.312,0.999861
1388.pgm,10000,65536,30368,46.3379,0.27621,0.077301,59.249,0.999824
1389.pgm,10000,65536,41088,62.6953,0.06461,0.078247,59.1961,0.99984
139.pgm,10000,65536,27744,42.334,0.03179,0.075272,59.3645,0.999848
1390.pgm,10000,65536,20128,30.7129,0.0265,0.075882,59.3294,0.999772
1392.pgm,10000,65536,46688,71.2402,0.03007,0.075806,59.3338,0.999865
1393.pgm,10000,65536,35888,54.7607,0.09246,0.07608,59.3181,0.999865
1394.pgm,10000,65536,20608,31.4453,0.10497,0.076584,59.2894,0.999871
1395.pgm,10000,65536,43696,66.6748,0.05598,0.077469,59.2395,0.999868
1396.pgm,10000,65536,45344,69.1895,0.03469,0.075012,59.3795,0.99989
1397.pgm,10000,65536,42448,64.7705,0.03465,0.077042,59.2635,0.999901
1398.pgm,10000,65536,26240,40.0391,0.09175,0.075363,59.3592,0.999768
1399.pgm,10000,65536,33040,50.415,0.12425,0.076477,59.2955,0.999873
14.pgm,10000,65536,16208,24.7314,0.0337,0.076797,59.2773,0.999802
140.pgm,10000,65536,14352,21.8994,0.02708,0.075485,59.3522,0.999756
1400.pgm,10000,65536,57120,87.1582,0.03166,0.075607,59.3452,0.999899
1401.pgm,10000,65536,32256,49.2188,0.03176,0.077179,59.2558,0.99982
1402.pgm,10000,65536,51520,78.6133,0.15843,0.076981,59.267,0.999815
1403.pgm,10000,65536,25696,39.209,0.07644,0.076645,59.286,0.999863
1404.pgm,10000,65536,21056,32.1289,0.03422,0.075211,59.368,0.999845
1405.pgm,10000,65536,37696,57.5195,0.02929,0.076431,59.2981,0.999872
1406.pgm,10000,65536,36144,55.1514,0.02635,0.077515,59.237,0.999847
1407.pgm,10000,65536,25104,38.3057,0.0279,0.077255,59.2515,0.999828
1408.pgm,10000,65536,26416,40.3076,0.03281,0.075699,59.3399,0.99986
1409.pgm,10000,65536,30128,45.9717,0.05526,0.07724,59.2524,0.999873
141.pgm,10000,65536,13776,21.0205,0.15155,0.076279,59.3068,0.999684
1410.pgm,10000,65536,34928,53.2959,0.03796,0.075272,59.3645,0.999851
1411.pgm,10000,65536,22480,34.3018,0.02544,0.076004,59.3224,0.999807
1412.pgm,10000,65536,38496,58.7402,0.0248,0.075302,59.3627,0.999905
1413.pgm,10000,65536,20096,30.6641,0.02447,0.076553,59.2912,0.999685
1414.pgm,10000,65536,24512,37.4023,0.05225,0.077042,59.2635,0.999806
1415.pgm,10000,65536,40496,61.792,0.16274,0.075089,59.3751,0.99982
1416.pgm,10000,65536,46304,70.6543,0.04312,0.075851,59.3312,0.999815
1417.pgm,10000,65536,19760,30.1514,0.03371,0.075912,59.3277,0.999722
1418.pgm,10000,65536,10496,16.0156,0.04833,0.076614,59.2877,0.999768
1419.pgm,10000,65536,40800,62.2559,0.21806,0.076157,59.3137,0.999858
142.pgm,10000,65536,34784,53.0762,0.07511,0.075882,59.3294,0.999854
1420.pgm,10000,65536,33232,50.708,0.03243,0.075912,59.3277,0.999857
1421.pgm,10000,65536,19424,29.6387,0.02416,0.077316,59.2481,0.999791
1422.pgm,10000,65536,20096,30.6641,0.02328,0.076462,59.2964,0.999794
1423.pgm,10000,65536,11264,17.1875,0.03133,0.075989,59.3233,0.999708
1424.pgm,10000,65536,33760,51.5137,0.03688,0.073837,59.448,0.999855
1425.pgm,10000,65536,17984,27.4414,0.0393,0.077744,59.2242,0.999765
1426.pgm,10000,65536,10320,15.7471,0.22207,0.076645,59.286,0.999715
1427.pgm,10000,65536,62832,95.874,0.05786,0.076462,59.2964,0.999746
1428.pgm,10000,65536,10768,16.4307,0.0262,0.076187,59.312,0.999631
143.pgm,10000,65536,53296,81.3232,0.03701,0.07724,59.2524,0.999815
1430.pgm,10000,65536,19696,30.0537,0.03487,0.07637,59.3016,0.999793
1431.pgm,10000,65536,15264,23.291,0.03449,0.076172,59.3129,0.999824
1432.pgm,10000,65536,13376,20.4102,0.19104,0.07576,59.3364,0.999885
1433.pgm,10000,65536,15504,23.6572,0.0577,0.075256,59.3654,0.999792
1434.pgm,10000,65536,15584,23.7793,0.03278,0.076172,59.3129,0.999738
1435.pgm,10000,65536,28128,42.9199,0.04123,0.077286,59.2498,0.999821
1437.pgm,10000,65536,17296,26.3916,0.03283,0.077011,59.2653,0.999774
1438.pgm,10000,65536,22240,33.9355,0.04419,0.077011,59.2653,0.999815
1439.pgm,10000,65536,12224,18.6523,0.20074,0.075851,59.3312,0.999822
144.pgm,10000,65536,26816,40.918,0.04845,0.07666,59.2851,0.999828
1440.pgm,10000,65536,16384,25.0,0.02813,0.076492,59.2946,0.999803
1441.pgm,10000,65536,18064,27.5635,0.03232,0.075989,59.3233,0.999757
1442.pgm,10000,65536,28112,42.8955,0.02435,0.075424,59.3557,0.999844
1443.pgm,10000,65536,18768,28.6377,0.04695,0.07579,59.3347,0.999706
1444.pgm,10000,65536,21712,33.1299,0.24429,0.07637,59.3016,0.999807
1445.pgm,10000,65536,52096,79.4922,0.05228,0.07576,59.3364,0.999858
1446.pgm,10000,65536,22368,34.1309,0.02891,0.075989,59.3233,0.999863
1447.pgm,10000,65536,20000,30.5176,0.02724,0.074966,59.3821,0.999742
1448.pgm,10000,65536,16816,25.6592,0.03198,0.075653,59.3425,0.999849
1449.pgm,10000,65536,25920,39.5508,0.05854,0.07666,59.2851,0.999834
145.pgm,10000,65536,53600,81.7871,0.14916,0.075577,59.3469,0.999848
1450.pgm,10000,65536,10224,15.6006,0.04517,0.077271,59.2507,0.999754
1451.pgm,10000,65536,18272,27.8809,0.03142,0.076416,59.299,0.999725
1452.pgm,10000,65536,56960,86.9141,0.02774,0.075806,59.3338,0.999963
1453.pgm,10000,65536,40976,62.5244,0.02954,0.076706,59.2825,0.999911
1454.pgm,10000,65536,31312,47.7783,0.03615,0.075638,59.3434,0.999864
1455.pgm,10000,65536,37264,56.8604,0.20843,0.075287,59.3636,0.999878
1456.pgm,10000,65536,22528,34.375,0.03787,0.075241,59.3663,0.999761
1457.pgm,10000,65536,26880,41.0156,0.02877,0.077301,59.249,0.999752
1459.pgm,10000,65536,12768,19.4824,0.02298,0.075455,59.3539,0.999767
146.pgm,10000,65536,16176,24.6826,0.02152,0.076218,59.3102,0.999758
1460.pgm,10000,65536,17872,27.2705,0.02163,0.076477,59.2955,0.999764
1461.pgm,10000,65536,24288,37.0605,0.03316,0.076813,59.2765,0.999808
1462.pgm,10000,65536,47936,73.1445,0.25144,0.075562,59.3478,0.999918
1463.pgm,10000,65536,10192,15.5518,0.05445,0.076691,59.2834,0.999822
1465.pgm,10000,65536,19008,29.0039,0.02843,0.076477,59.2955,0.999889
1466.pgm,10000,65536,11984,18.2861,0.02537,0.07608,59.3181,0.999779
1467.pgm,10000,65536,19856,30.2979,0.02654,0.075653,59.3425,0.999777
1468.pgm,10000,65536,16704,25.4883,0.03174,0.075546,59.3487,0.999784
1469.pgm,10000,65536,49056,74.8535,0.23818,0.077393,59.2438,0.999919
147.pgm,10000,65536,26592,40.5762,0.05526,0.075745,59.3373,0.999691
1470.pgm,10000,65536,21760,33.2031,0.02837,0.076904,59.2713,0.999818
1471.pgm,10000,65536,17328,26.4404,0.02502,0.077362,59.2455,0.999713
1472.pgm,10000,65536,14960,22.8271,0.0244,0.076202,59.3111,0.999849
1473.pgm,10000,65536,25248,38.5254,0.0284,0.07753,59.2361,0.99968
1474.pgm,10000,65536,12192,18.6035,0.03828,0.076447,59.2972,0.999786
1475.pgm,10000,65536,19664,30.0049,0.19638,0.076675,59.2842,0.999855
1476.pgm,10000,65536,18800,28.6865,0.04096,0.076904,59.2713,0.999749
1477.pgm,10000,65536,13952,21.2891,0.02819,0.076508,59.2938,0.999812
1478.pgm,10000,65536,15776,24.0723,0.02556,0.076874,59.273,0.999773
1479.pgm,10000,65536,11104,16.9434,0.02609,0.07515,59.3715,0.999751
148.pgm,10000,65536,16336,24.9268,0.11391,0.076477,59.2955,0.999729
1480.pgm,10000,65536,45616,69.6045,0.10586,0.075897,59.3285,0.999914
1482.pgm,10000,65536,51984,79.3213,0.0369,0.076904,59.2713,0.999934
1483.pgm,10000,65536,18624,28.418,0.02894,0.076187,59.312,0.999748
1484.pgm,10000,65536,11328,17.2852,0.02896,0.078186,59.1995,0.999522
1485.pgm,10000,65536,16560,25.2686,0.05673,0.076355,59.3024,0.99975
1486.pgm,10000,65536,18144,27.6855,0.15303,0.076538,59.292,0.999833
1487.pgm,10000,65536,29808,45.4834,0.04228,0.074722,59.3963,0.999828
1488.pgm,10000,65536,16576,25.293,0.02883,0.076355,59.3024,0.999787
1489.pgm,10000,65536,36560,55.7861,0.03266,0.077103,59.2601,0.999872
149.pgm,10000,65536,51600,78.7354,0.11298,0.076065,59.319,0.999895
1491.pgm,10000,65536,19232,29.3457,0.06648,0.075714,59.339,0.999858
1492.pgm,10000,65536,19952,30.4443,0.03158,0.076828,59.2756,0.999757
1493.pgm,10000,65536,10720,16.3574,0.02343,0.075363,59.3592,0.999914
1494.pgm,10000,65536,27616,42.1387,0.02376,0.07695,59.2687,0.999869
1495.pgm,10000,65536,56352,85.9863,0.02655,0.076721,59.2817,0.999944
1497.pgm,10000,65536,24160,36.8652,0.1538,0.076218,59.3102,0.999759
1498.pgm,10000,65536,51504,78.5889,0.09639,0.07605,59.3198,0.999923
1499.pgm,10000,65536,19328,29.4922,0.03316,0.076111,59.3163,0.999777
15.pgm,10000,65536,32320,49.3164,0.03184,0.07579,59.3347,0.999806
150.pgm,10000,65536,45072,68.7744,0.03691,0.075912,59.3277,0.999829
1500.pgm,10000,65536,42976,65.5762,0.22142,0.075623,59.3443,0.999915
1501.pgm,10000,65536,17712,27.0264,0.06961,0.076477,59.2955,0.999814
1502.pgm,10000,65536,12608,19.2383,0.02974,0.077271,59.2507,0.999794
1503.pgm,10000,65536,19856,30.2979,0.0282,0.077484,59.2387,0.99974
1505.pgm,10000,65536,37424,57.1045,0.03564,0.075485,59.3522,0.999871
1506.pgm,10000,65536,14720,22.4609,0.08024,0.075775,59.3355,0.999829
1507.pgm,10000,65536,10256,15.6494,0.12496,0.076569,59.2903,0.999788
1508.pgm,10000,65536,11184,17.0654,0.03742,0.076736,59.2808,0.999795
151.pgm,10000,65536,29968,45.7275,0.03036,0.075256,59.3654,0.999782
1510.pgm,10000,65536,11616,17.7246,0.0261,0.077286,59.2498,0.999845
1511.pgm,10000,65536,17664,26.9531,0.03356,0.074982,59.3813,0.999731
1512.pgm,10000,65536,39760,60.6689,0.23677,0.076111,59.3163,0.999923
1513.pgm,10000,65536,13760,20.9961,0.04237,0.075836,59.332,0.999809
1514.pgm,10000,65536,24000,36.6211,0.03058,0.076904,59.2713,0.999782
1516.pgm,10000,65536,31584,48.1934,0.02748,0.07605,59.3198,0.999867
1517.pgm,10000,65536,22704,34.6436,0.02678,0.07634,59.3033,0.999762
1.pgm,10000,65536,23952,36.5479,0.04594,0.075134,59.3724,0.999845
10.pgm,10000,65536,35296,53.8574,0.18567,0.076492,59.2946,0.999857
100.pgm,10000,65536,31616,48.2422,0.05336,0.075653,59.3425,0.999771
1000.pgm,10000,65536,27120,41.3818,0.03214,0.077698,59.2267,0.999875
10000.pgm,10000,65536,47728,72.8271,0.02925,0.076035,59.3207,0.99988
1001.pgm,10000,65536,12736,19.4336,0.04076,0.075928,59.3268,0.999699
1002.pgm,10000,65536,24144,36.8408,0.25383,0.077148,59.2575,0.999902
1003.pgm,10000,65536,38816,59.2285,0.04785,0.075165,59.3707,0.999818
1004.pgm,10000,65536,13168,20.0928,0.02709,0.076233,59.3094,0.999827
1005.pgm,10000,65536,37152,56.6895,0.02662,0.077469,59.2395,0.999876
1006.pgm,10000,65536,62304,95.0684,0.02703,0.076569,59.2903,0.999977
1007.pgm,10000,65536,47536,72.5342,0.0257,0.075684,59.3408,0.999875
1008.pgm,10000,65536,42144,64.3066,0.02878,0.075836,59.332,0.99989
1009.pgm,10000,65536,37888,57.8125,0.03769,0.07637,59.3016,0.999847
101.pgm,10000,65536,55440,84.5947,0.24577,0.076233,59.3094,0.999903
1010.pgm,10000,65536,18096,27.6123,0.04304,0.076645,59.286,0.999736
1011.pgm,10000,65536,27904,42.5781,0.02706,0.076324,59.3042,0.999851
1012.pgm,10000,65536,37120,56.6406,0.02536,0.076096,59.3172,0.999875
1013.pgm,10000,65536,37696,57.5195,0.02848,0.075333,59.361,0.999882
1014.pgm,10000,65536,40112,61.2061,0.03953,0.076172,59.3129,0.999877
1015.pgm,10000,65536,39792,60.7178,0.06078,0.075684,59.3408,0.999854
1018.pgm,10000,65536,17168,26.1963,0.17345,0.077164,59.2567,0.99984
1019.pgm,10000,65536,31648,48.291,0.04875,0.075729,59.3382,0.999876
102.pgm,10000,65536,63584,97.0215,0.03788,0.075714,59.339,0.999944
1020.pgm,10000,65536,35184,53.6865,0.02982,0.076614,59.2877,0.999871
1021.pgm,10000,65536,49776,75.9521,0.03136,0.077225,59.2532,0.999811
1022.pgm,10000,65536,50640,77.2705,0.03185,0.075134,59.3724,0.999732
1023.pgm,10000,65536,33248,50.7324,0.02894,0.076462,59.2964,0.999816
1024.pgm,10000,65536,49904,76.1475,0.05111,0.076309,59.305,0.999862
1025.pgm,10000,65536,36144,55.1514,0.2322,0.076279,59.3068,0.999854
1026.pgm,10000,65536,25488,38.8916,0.04873,0.075623,59.3443,0.999869
1027.pgm,10000,65536,13424,20.4834,0.03092,0.077087,59.261,0.999781
1028.pgm,10000,65536,26336,40.1855,0.03055,0.076233,59.3094,0.999789
1029.pgm,10000,65536,29168,44.5068,0.03074,0.077347,59.2464,0.999841
103.pgm,10000,65536,21648,33.0322,0.03472,0.075546,59.3487,0.999834
1030.pgm,10000,65536,18944,28.9062,0.26348,0.077576,59.2335,0.999824
1031.pgm,10000,65536,10176,15.5273,0.0449,0.076416,59.299,0.999818
1032.pgm,10000,65536,36128,55.127,0.02715,0.077072,59.2618,0.999922
1033.pgm,10000,65536,27008,41.2109,0.02746,0.076706,59.2825,0.999841
1035.pgm,10000,65536,23312,35.5713,0.21256,0.075226,59.3671,0.999816
1036.pgm,10000,65536,36144,55.1514,0.0812,0.078171,59.2004,0.999755
1039.pgm,10000,65536,39824,60.7666,0.03956,0.076492,59.2946,0.999837
104.pgm,10000,65536,24368,37.1826,0.02733,0.07576,59.3364,0.999826
1040.pgm,10000,65536,35168,53.6621,0.02929,0.076767,59.2791,0.9999
1041.pgm,10000,65536,56624,86.4014,0.27084,0.076324,59.3042,0.999956
1042.pgm,10000,65536,12048,18.3838,0.04379,0.076935,59.2696,0.999777
1043.pgm,10000,65536,33344,50.8789,0.02815,0.0755,59.3513,0.999855
1045.pgm,10000,65536,12224,18.6523,0.16379,0.0755,59.3513,0.999791
1046.pgm,10000,65536,14096,21.5088,0.11075,0.076233,59.3094,0.999667
1047.pgm,10000,65536,20320,31.0059,0.0367,0.076233,59.3094,0.999782
1048.pgm,10000,65536,20368,31.0791,0.03801,0.07634,59.3033,0.999801
1049.pgm,10000,65536,25824,39.4043,0.21264,0.076111,59.3163,0.999805
105.pgm,10000,65536,20992,32.0312,0.04197,0.075485,59.3522,0.999867
1050.pgm,10000,65536,59584,90.918,0.03535,0.075897,59.3285,0.99993
1051.pgm,10000,65536,13968,21.3135,0.02929,0.075958,59.3251,0.999668
1052.pgm,10000,65536,30816,47.0215,0.15911,0.076492,59.2946,0.999849
1053.pgm,10000,65536,17936,27.3682,0.09666,0.076355,59.3024,0.999796
1054.pgm,10000,65536,19744,30.127,0.03515,0.076035,59.3207,0.999776
1055.pgm,10000,65536,51552,78.6621,0.03302,0.077148,59.2575,0.999776
1056.pgm,10000,65536,17008,25.9521,0.02832,0.076645,59.286,0.999767
1057.pgm,10000,65536,21200,32.3486,0.03687,0.077896,59.2156,0.999768
1058.pgm,10000,65536,13376,20.4102,0.2244,0.077179,59.2558,0.999764
1059.pgm,10000,65536,40080,61.1572,0.0666,0.075699,59.3399,0.999844
106.pgm,10000,65536,41040,62.6221,0.03771,0.076904,59.2713,0.999871
1060.pgm,10000,65536,32640,49.8047,0.02753,0.076859,59.2739,0.999759
1061.pgm,10000,65536,45568,69.5312,0.03021,0.076614,59.2877,0.999782
1063.pgm,10000,65536,25648,39.1357,0.12663,0.075699,59.3399,0.999778
1064.pgm,10000,65536,41296,63.0127,0.09444,0.076813,59.2765,0.999896
1065.pgm,10000,65536,37136,56.665,0.03546,0.07695,59.2687,0.999821
1066.pgm,10000,65536,12928,19.7266,0.02533,0.07608,59.3181,0.999773
1067.pgm,10000,65536,25056,38.2324,0.02546,0.075806,59.3338,0.999848
1068.pgm,10000,65536,17248,26.3184,0.02358,0.07608,59.3181,0.999891
1069.pgm,10000,65536,48320,73.7305,0.03028,0.074799,59.3919,0.9999
107.pgm,10000,65536,55072,84.0332,0.03842,0.075714,59.339,0.999835
1070.pgm,10000,65536,52144,79.5654,0.24918,0.075806,59.3338,0.999877
1071.pgm,10000,65536,27568,42.0654,0.0586,0.075256,59.3654,0.99975
1072.pgm,10000,65536,12912,19.7021,0.03028,0.0755,59.3513,0.999616
1073.pgm,10000,65536,23952,36.5479,0.02641,0.07605,59.3198,0.999806
1074.pgm,10000,65536,36960,56.3965,0.02841,0.076233,59.3094,0.999883
1075.pgm,10000,65536,36192,55.2246,0.03183,0.076096,59.3172,0.999758
1076.pgm,10000,65536,18832,28.7354,0.03523,0.076508,59.2938,0.999784
1077.pgm,10000,65536,35648,54.3945,0.27983,0.076462,59.2964,0.999851
1078.pgm,10000,65536,18848,28.7598,0.04735,0.077957,59.2122,0.999749
1079.pgm,10000,65536,30224,46.1182,0.03005,0.074631,59.4016,0.999805
108.pgm,10000,65536,56576,86.3281,0.03005,0.076263,59.3076,0.999928
1080.pgm,10000,65536,33488,51.0986,0.02612,0.076431,59.2981,0.999805
1081.pgm,10000,65536,34640,52.8564,0.0358,0.076416,59.299,0.999895
1082.pgm,10000,65536,36640,55.9082,0.22978,0.075607,59.3452,0.999886
1083.pgm,10000,65536,44512,67.9199,0.05518,0.076599,59.2886,0.999856
1084.pgm,10000,65536,22656,34.5703,0.03475,0.076736,59.2808,0.999793
1085.pgm,10000,65536,45152,68.8965,0.0313,0.076462,59.2964,0.999838
1086.pgm,10000,65536,12592,19.2139,0.02475,0.076279,59.3068,0.999822
1087.pgm,10000,65536,38928,59.3994,0.04003,0.075653,59.3425,0.999842
1088.pgm,10000,65536,16160,24.6582,0.22342,0.076263,59.3076,0.999807
1089.pgm,10000,65536,23408,35.7178,0.04264,0.075882,59.3294,0.999789
109.pgm,10000,65536,27520,41.9922,0.02955,0.076553,59.2912,0.999856
1090.pgm,10000,65536,35536,54.2236,0.02704,0.077576,59.2335,0.999802
1092.pgm,10000,65536,31536,48.1201,0.02774,0.07576,59.3364,0.999853
1094.pgm,10000,65536,38720,59.082,0.041,0.076599,59.2886,0.99971
1095.pgm,10000,65536,24464,37.3291,0.22305,0.07634,59.3033,0.999713
1096.pgm,10000,65536,23280,35.5225,0.06022,0.075394,59.3575,0.999879
1097.pgm,10000,65536,24416,37.2559,0.03088,0.076813,59.2765,0.999774
1098.pgm,10000,65536,31072,47.4121,0.02817,0.077271,59.2507,0.999826
1099.pgm,10000,65536,45152,68.8965,0.03125,0.075836,59.332,0.999901
11.pgm,10000,65536,31472,48.0225,0.03912,0.077148,59.2575,0.999836
110.pgm,10000,65536,43488,66.3574,0.31057,0.075439,59.3548,0.999906
1100.pgm,10000,65536,31440,47.9736,0.03526,0.077042,59.2635,0.999821
1102.pgm,10000,65536,15232,23.2422,0.02295,0.076157,59.3137,0.999867
1103.pgm,10000,65536,40912,62.4268,0.02833,0.075333,59.361,0.999865
1104.pgm,10000,65536,48128,73.4375,0.03779,0.077545,59.2353,0.999668
1105.pgm,10000,65536,37040,56.5186,0.25965,0.07692,59.2704,0.999898
1106.pgm,10000,65536,23728,36.2061,0.05569,0.076889,59.2722,0.999818
1107.pgm,10000,65536,20496,31.2744,0.02884,0.074921,59.3848,0.999819
1108.pgm,10000,65536,29504,45.0195,0.03391,0.076462,59.2964,0.999811
1109.pgm,10000,65536,18432,28.125,0.20099,0.077316,59.2481,0.999865
111.pgm,10000,65536,35888,54.7607,0.09479,0.075424,59.3557,0.999879
1110.pgm,10000,65536,56448,86.1328,0.03528,0.077805,59.2208,0.999869
1111.pgm,10000,65536,24320,37.1094,0.03636,0.077576,59.2335,0.999736
1112.pgm,10000,65536,24880,37.9639,0.02956,0.075775,59.3355,0.999699
1113.pgm,10000,65536,23040,35.1562,0.03999,0.076111,59.3163,0.999884
1114.pgm,10000,65536,22416,34.2041,0.2345,0.076492,59.2946,0.999663
1115.pgm,10000,65536,51712,78.9062,0.06031,0.076843,59.2747,0.999783
1116.pgm,10000,65536,32928,50.2441,0.03092,0.075989,59.3233,0.999801
1117.pgm,10000,65536,36160,55.1758,0.02635,0.07608,59.3181,0.99988
1118.pgm,10000,65536,31408,47.9248,0.02645,0.076294,59.3059,0.999867
1119.pgm,10000,65536,55376,84.4971,0.07668,0.076767,59.2791,0.999914
112.pgm,10000,65536,29424,44.8975,0.14733,0.076431,59.2981,0.999864
1120.pgm,10000,65536,17680,26.9775,0.0371,0.077347,59.2464,0.999821
1121.pgm,10000,65536,50768,77.4658,0.03559,0.076294,59.3059,0.999877
1122.pgm,10000,65536,14832,22.6318,0.02802,0.076202,59.3111,0.999792
1123.pgm,10000,65536,46768,71.3623,0.03965,0.075958,59.3251,0.999878
1124.pgm,10000,65536,17024,25.9766,0.22121,0.076157,59.3137,0.999803
1125.pgm,10000,65536,10336,15.7715,0.07241,0.076462,59.2964,0.999757
1126.pgm,10000,65536,34480,52.6123,0.03678,0.076019,59.3216,0.999886
1127.pgm,10000,65536,24144,36.8408,0.02852,0.076675,59.2842,0.999834
1128.pgm,10000,65536,41760,63.7207,0.03033,0.076111,59.3163,0.999825
1129.pgm,10000,65536,15120,23.0713,0.02651,0.075836,59.332,0.9997
113.pgm,10000,65536,25424,38.7939,0.03323,0.075729,59.3382,0.999796
1130.pgm,10000,65536,34256,52.2705,0.03566,0.076645,59.286,0.999909
1131.pgm,10000,65536,33408,50.9766,0.04352,0.075897,59.3285,0.999839
1132.pgm,10000,65536,39840,60.791,0.25329,0.075394,59.3575,0.99989
1133.pgm,10000,65536,59616,90.9668,0.05448,0.07605,59.3198,0.99993
1134.pgm,10000,65536,29264,44.6533,0.03055,0.075073,59.376,0.999868
1135.pgm,10000,65536,32032,48.877,0.02782,0.076767,59.2791,0.999826
1136.pgm,10000,65536,37984,57.959,0.02904,0.076645,59.286,0.999695
1137.pgm,10000,65536,12592,19.2139,0.03101,0.074844,59.3892,0.999807
1138.pgm,10000,65536,24784,37.8174,0.06027,0.07663,59.2868,0.999816
1139.pgm,10000,65536,18336,27.9785,0.18524,0.077301,59.249,0.999837
114.pgm,10000,65536,29952,45.7031,0.0495,0.076538,59.292,0.999841
1140.pgm,10000,65536,34192,52.1729,0.03409,0.076675,59.2842,0.999874
1141.pgm,10000,65536,10688,16.3086,0.02848,0.077209,59.2541,0.999779
1142.pgm,10000,65536,16736,25.5371,0.03299,0.076004,59.3224,0.99985
1143.pgm,10000,65536,44608,68.0664,0.10616,0.076523,59.2929,0.999863
1144.pgm,10000,65536,30752,46.9238,0.08906,0.076813,59.2765,0.999812
1145.pgm,10000,65536,20400,31.1279,0.03382,0.076294,59.3059,0.99973
1146.pgm,10000,65536,30400,46.3867,0.02801,0.075653,59.3425,0.999727
1147.pgm,10000,65536,25744,39.2822,0.02532,0.076324,59.3042,0.999828
1148.pgm,10000,65536,43264,66.0156,0.0299,0.074982,59.3813,0.999872
1.pgm,10000,65536,23952,36.5479,0.04902,0.076447,59.2972,0.999846
10.pgm,10000,65536,35296,53.8574,0.14241,0.075897,59.3285,0.99986
100.pgm,10000,65536,31616,48.2422,0.03843,0.077209,59.2541,0.999764
1000.pgm,10000,65536,27120,41.3818,0.02766,0.076263,59.3076,0.999881
10000.pgm,10000,65536,47728,72.8271,0.0302,0.077316,59.2481,0.999879
1001.pgm,10000,65536,12736,19.4336,0.02503,0.07605,59.3198,0.9997
1002.pgm,10000,65536,24144,36.8408,0.02922,0.075806,59.3338,0.999902
1003.pgm,10000,65536,38816,59.2285,0.05538,0.075882,59.3294,0.999812
1004.pgm,10000,65536,13168,20.0928,0.19189,0.077103,59.2601,0.999828
1005.pgm,10000,65536,37152,56.6895,0.04161,0.076385,59.3007,0.999878
1006.pgm,10000,65536,62304,95.0684,0.03249,0.076843,59.2747,0.999977
1007.pgm,10000,65536,47536,72.5342,0.02773,0.075043,59.3777,0.999875
1008.pgm,10000,65536,42144,64.3066,0.02749,0.076172,59.3129,0.99989
1009.pgm,10000,65536,37888,57.8125,0.03087,0.075394,59.3575,0.999851
101.pgm,10000,65536,55440,84.5947,0.04741,0.075073,59.376,0.999906
1010.pgm,10000,65536,18096,27.6123,0.22169,0.077545,59.2353,0.999736
1011.pgm,10000,65536,27904,42.5781,0.04188,0.075363,59.3592,0.999858
1012.pgm,10000,65536,37120,56.6406,0.03011,0.075516,59.3504,0.999877
1013.pgm,10000,65536,37696,57.5195,0.02697,0.076233,59.3094,0.999881
1014.pgm,10000,65536,40112,61.2061,0.0272,0.076035,59.3207,0.999878
1015.pgm,10000,65536,39792,60.7178,0.03096,0.076157,59.3137,0.999856
1018.pgm,10000,65536,17168,26.1963,0.11552,0.075912,59.3277,0.999839
1019.pgm,10000,65536,31648,48.291,0.07632,0.075226,59.3671,0.999875
102.pgm,10000,65536,63584,97.0215,0.03818,0.075653,59.3425,0.999945
1020.pgm,10000,65536,35184,53.6865,0.02605,0.074905,59.3857,0.999873
1021.pgm,10000,65536,49776,75.9521,0.02663,0.075577,59.3469,0.999814
1022.pgm,10000,65536,50640,77.2705,0.02701,0.075821,59.3329,0.999725
1023.pgm,10000,65536,33248,50.7324,0.03383,0.076187,59.312,0.999816
1024.pgm,10000,65536,49904,76.1475,0.2547,0.077011,59.2653,0.99986
1025.pgm,10000,65536,36144,55.1514,0.04209,0.076141,59.3146,0.999858
1026.pgm,10000,65536,25488,38.8916,0.02676,0.076599,59.2886,0.999866
1027.pgm,10000,65536,13424,20.4834,0.02191,0.07695,59.2687,0.999782
1028.pgm,10000,65536,26336,40.1855,0.02845,0.076263,59.3076,0.999787
1029.pgm,10000,65536,29168,44.5068,0.03016,0.075668,59.3417,0.999845
103.pgm,10000,65536,21648,33.0322,0.0269,0.076782,59.2782,0.999836
1030.pgm,10000,65536,18944,28.9062,0.02728,0.075653,59.3425,0.999829
1031.pgm,10000,65536,10176,15.5273,0.03325,0.076874,59.273,0.999822
1032.pgm,10000,65536,36128,55.127,0.1772,0.076523,59.2929,0.999923
1033.pgm,10000,65536,27008,41.2109,0.05434,0.076752,59.2799,0.999841
1035.pgm,10000,65536,23312,35.5713,0.03008,0.078278,59.1944,0.999806
1036.pgm,10000,65536,36144,55.1514,0.02724,0.077499,59.2378,0.999757
1039.pgm,10000,65536,39824,60.7666,0.04176,0.076645,59.286,0.999841
104.pgm,10000,65536,24368,37.1826,0.03881,0.07695,59.2687,0.999821
1040.pgm,10000,65536,35168,53.6621,0.0556,0.07756,59.2344,0.999899
1041.pgm,10000,65536,56624,86.4014,0.10589,0.076538,59.292,0.999956
