Dosya_Adi,Payload_Bit,Toplam_Piksel,Guvenli_Piksel(K),Daralma_Orani(%),ABC_Suresi_sn,MSE,PSNR_dB,SSIM
4778.pgm,10000,65536,16896,25.7812,0.02219,0.074875,59.3874,0.999786
4779.pgm,10000,65536,22752,34.7168,0.0234,0.075668,59.3417,0.999765
4780.pgm,10000,65536,35040,53.4668,0.03093,0.075317,59.3619,0.999903
4781.pgm,10000,65536,28112,42.8955,0.20635,0.077148,59.2575,0.999782
4782.pgm,10000,65536,47808,72.9492,0.05359,0.076645,59.286,0.999912
4783.pgm,10000,65536,18272,27.8809,0.02427,0.074417,59.4141,0.999825
4784.pgm,10000,65536,47808,72.9492,0.02381,0.07518,59.3698,0.999913
4785.pgm,10000,65536,24416,37.2559,0.02131,0.076828,59.2756,0.999878
4786.pgm,10000,65536,64688,98.7061,0.02886,0.075912,59.3277,0.999912
4787.pgm,10000,65536,47984,73.2178,0.02699,0.076614,59.2877,0.999851
4788.pgm,10000,65536,35360,53.9551,0.02534,0.076263,59.3076,0.999824
4789.pgm,10000,65536,15168,23.1445,0.02493,0.076584,59.2894,0.99974
4790.pgm,10000,65536,62000,94.6045,0.03133,0.076813,59.2765,0.999882
4792.pgm,10000,65536,22880,34.9121,0.03207,0.075455,59.3539,0.999787
4793.pgm,10000,65536,52384,79.9316,0.18111,0.077179,59.2558,0.999911
4794.pgm,10000,65536,45840,69.9463,0.04217,0.076828,59.2756,0.999907
4795.pgm,10000,65536,46032,70.2393,0.027,0.075943,59.3259,0.9999
4796.pgm,10000,65536,19200,29.2969,0.02007,0.075256,59.3654,0.999831
4797.pgm,10000,65536,27696,42.2607,0.0235,0.076813,59.2765,0.999669
4798.pgm,10000,65536,38512,58.7646,0.02635,0.075821,59.3329,0.999899
4799.pgm,10000,65536,34720,52.9785,0.02737,0.076645,59.286,0.99978
4800.pgm,10000,65536,43856,66.9189,0.03605,0.076324,59.3042,0.999921
4801.pgm,10000,65536,23696,36.1572,0.06899,0.077972,59.2114,0.999825
4802.pgm,10000,65536,19488,29.7363,0.19653,0.076065,59.319,0.999746
4803.pgm,10000,65536,55920,85.3271,0.0994,0.076279,59.3068,0.999852
4804.pgm,10000,65536,14416,21.9971,0.056,0.075912,59.3277,0.99972
4805.pgm,10000,65536,60368,92.1143,0.04889,0.075928,59.3268,0.99993
4806.pgm,10000,65536,41792,63.7695,0.03812,0.076843,59.2747,0.999878
4807.pgm,10000,65536,40672,62.0605,0.03483,0.077026,59.2644,0.999896
4808.pgm,10000,65536,31616,48.2422,0.03375,0.076126,59.3155,0.999853
4810.pgm,10000,65536,10608,16.1865,0.05057,0.076843,59.2747,0.999733
4811.pgm,10000,65536,32672,49.8535,0.14758,0.074493,59.4096,0.999902
4812.pgm,10000,65536,37184,56.7383,0.03748,0.076431,59.2981,0.999752
4813.pgm,10000,65536,25200,38.4521,0.02564,0.075684,59.3408,0.999612
4814.pgm,10000,65536,15888,24.2432,0.02244,0.075653,59.3425,0.999594
4819.pgm,10000,65536,12512,19.0918,0.02567,0.075699,59.3399,0.999359
4820.pgm,10000,65536,31584,48.1934,0.1697,0.076431,59.2981,0.999842
4821.pgm,10000,65536,30912,47.168,0.0488,0.077347,59.2464,0.999864
4822.pgm,10000,65536,11920,18.1885,0.02334,0.074951,59.383,0.999302
4823.pgm,10000,65536,50080,76.416,0.02367,0.075241,59.3663,0.999841
4824.pgm,10000,65536,32928,50.2441,0.02159,0.077164,59.2567,0.999476
4825.pgm,10000,65536,19968,30.4688,0.01866,0.07608,59.3181,0.999507
4826.pgm,10000,65536,12640,19.2871,0.01765,0.076508,59.2938,0.999618
4827.pgm,10000,65536,22128,33.7646,0.01978,0.077072,59.2618,0.999827
4828.pgm,10000,65536,29888,45.6055,0.02249,0.076599,59.2886,0.999496
4829.pgm,10000,65536,25488,38.8916,0.02589,0.077194,59.255,0.999633
4830.pgm,10000,65536,15216,23.2178,0.04609,0.076141,59.3146,0.999612
4831.pgm,10000,65536,11952,18.2373,0.12768,0.077057,59.2627,0.99975
4833.pgm,10000,65536,23472,35.8154,0.02998,0.075455,59.3539,0.999774
4834.pgm,10000,65536,18544,28.2959,0.02175,0.075912,59.3277,0.999838
4835.pgm,10000,65536,18928,28.8818,0.01883,0.076263,59.3076,0.99976
4836.pgm,10000,65536,23616,36.0352,0.02127,0.075943,59.3259,0.999799
4837.pgm,10000,65536,25584,39.0381,0.02308,0.075607,59.3452,0.999844
4838.pgm,10000,65536,23104,35.2539,0.02167,0.077286,59.2498,0.999735
4839.pgm,10000,65536,21056,32.1289,0.02194,0.075134,59.3724,0.999764
4840.pgm,10000,65536,23680,36.1328,0.02383,0.077011,59.2653,0.999818
4841.pgm,10000,65536,11200,17.0898,0.0257,0.075653,59.3425,0.999717
4843.pgm,10000,65536,10432,15.918,0.05775,0.075119,59.3733,0.999702
4844.pgm,10000,65536,21664,33.0566,0.11276,0.076324,59.3042,0.999769
4846.pgm,10000,65536,20576,31.3965,0.06575,0.075607,59.3452,0.999629
4847.pgm,10000,65536,21136,32.251,0.05408,0.075653,59.3425,0.999701
4848.pgm,10000,65536,11920,18.1885,0.04132,0.076279,59.3068,0.999729
4849.pgm,10000,65536,29136,44.458,0.04059,0.076828,59.2756,0.999858
4850.pgm,10000,65536,12336,18.8232,0.03237,0.076874,59.273,0.999754
4851.pgm,10000,65536,42528,64.8926,0.03911,0.076508,59.2938,0.999552
4852.pgm,10000,65536,39072,59.6191,0.03542,0.075958,59.3251,0.99953
4853.pgm,10000,65536,29760,45.4102,0.03304,0.07637,59.3016,0.999438
4854.pgm,10000,65536,18528,28.2715,0.04988,0.07663,59.2868,0.999644
4855.pgm,10000,65536,33616,51.2939,0.06622,0.075821,59.3329,0.999707
4856.pgm,10000,65536,29312,44.7266,0.06084,0.076874,59.273,0.999753
4857.pgm,10000,65536,17632,26.9043,0.05443,0.077209,59.2541,0.999699
4858.pgm,10000,65536,18336,27.9785,0.05192,0.07518,59.3698,0.999581
4861.pgm,10000,65536,18752,28.6133,0.06758,0.078018,59.2088,0.999611
4862.pgm,10000,65536,17376,26.5137,0.17176,0.075897,59.3285,0.999562
4863.pgm,10000,65536,18864,28.7842,0.07512,0.076553,59.2912,0.99954
4864.pgm,10000,65536,18400,28.0762,0.05681,0.075348,59.3601,0.999582
4865.pgm,10000,65536,17168,26.1963,0.03936,0.075394,59.3575,0.9996
4866.pgm,10000,65536,15600,23.8037,0.02938,0.075516,59.3504,0.999642
4867.pgm,10000,65536,14928,22.7783,0.02535,0.076843,59.2747,0.999598
4868.pgm,10000,65536,15072,22.998,0.02304,0.076462,59.2964,0.999595
4869.pgm,10000,65536,15344,23.4131,0.02266,0.075699,59.3399,0.99962
4870.pgm,10000,65536,15184,23.1689,0.0249,0.07579,59.3347,0.999599
4871.pgm,10000,65536,13552,20.6787,0.03072,0.076157,59.3137,0.999308
4872.pgm,10000,65536,15728,23.999,0.12094,0.07663,59.2868,0.999301
4875.pgm,10000,65536,19600,29.9072,0.05353,0.076782,59.2782,0.999481
4878.pgm,10000,65536,26720,40.7715,0.02869,0.076462,59.2964,0.999542
4879.pgm,10000,65536,23472,35.8154,0.02365,0.075577,59.3469,0.999597
4880.pgm,10000,65536,14592,22.2656,0.02147,0.075684,59.3408,0.999491
4881.pgm,10000,65536,23712,36.1816,0.02346,0.076889,59.2722,0.999796
4882.pgm,10000,65536,33488,51.0986,0.03396,0.077087,59.261,0.999703
4883.pgm,10000,65536,16688,25.4639,0.18916,0.07486,59.3883,0.999705
4884.pgm,10000,65536,24464,37.3291,0.03986,0.076935,59.2696,0.999639
4885.pgm,10000,65536,47728,72.8271,0.02873,0.076065,59.319,0.999477
4886.pgm,10000,65536,53840,82.1533,0.02521,0.076324,59.3042,0.999415
4887.pgm,10000,65536,50208,76.6113,0.02534,0.077835,59.219,0.999452
4888.pgm,10000,65536,45920,70.0684,0.02727,0.075775,59.3355,0.999499
4889.pgm,10000,65536,42752,65.2344,0.05097,0.075821,59.3329,0.999366
4890.pgm,10000,65536,37760,57.6172,0.14086,0.074432,59.4132,0.99939
4891.pgm,10000,65536,29168,44.5068,0.0324,0.07695,59.2687,0.999725
4892.pgm,10000,65536,23584,35.9863,0.02345,0.075867,59.3303,0.999839
4893.pgm,10000,65536,23648,36.084,0.02126,0.07634,59.3033,0.999835
4894.pgm,10000,65536,27344,41.7236,0.02118,0.077286,59.2498,0.999911
4895.pgm,10000,65536,28400,43.335,0.02438,0.076721,59.2817,0.999914
4896.pgm,10000,65536,30400,46.3867,0.02662,0.075745,59.3373,0.99978
4897.pgm,10000,65536,20912,31.9092,0.02753,0.076477,59.2955,0.999702
4898.pgm,10000,65536,12432,18.9697,0.02609,0.07637,59.3016,0.999394
4904.pgm,10000,65536,13936,21.2646,0.03804,0.077164,59.2567,0.999808
4905.pgm,10000,65536,54656,83.3984,0.20599,0.076736,59.2808,0.999854
4906.pgm,10000,65536,53664,81.8848,0.03721,0.074921,59.3848,0.999857
4907.pgm,10000,65536,51792,79.0283,0.02623,0.076782,59.2782,0.99983
4908.pgm,10000,65536,49968,76.2451,0.02195,0.076492,59.2946,0.999815
4909.pgm,10000,65536,36624,55.8838,0.02181,0.075012,59.3795,0.999681
4910.pgm,10000,65536,44384,67.7246,0.02638,0.076111,59.3163,0.999777
4911.pgm,10000,65536,24704,37.6953,0.02282,0.076508,59.2938,0.999468
4912.pgm,10000,65536,32192,49.1211,0.0247,0.07576,59.3364,0.999613
4913.pgm,10000,65536,35952,54.8584,0.03259,0.077438,59.2412,0.99966
4914.pgm,10000,65536,44016,67.1631,0.07071,0.075363,59.3592,0.999764
4915.pgm,10000,65536,35104,53.5645,0.09042,0.07637,59.3016,0.999788
4916.pgm,10000,65536,28496,43.4814,0.06796,0.075424,59.3557,0.999793
4917.pgm,10000,65536,33104,50.5127,0.03899,0.077057,59.2627,0.999828
4918.pgm,10000,65536,39072,59.6191,0.0313,0.075317,59.3619,0.999838
4919.pgm,10000,65536,30352,46.3135,0.0262,0.075851,59.3312,0.999792
4920.pgm,10000,65536,28128,42.9199,0.02517,0.076447,59.2972,0.99979
4921.pgm,10000,65536,40336,61.5479,0.02714,0.075989,59.3233,0.99984
4922.pgm,10000,65536,25280,38.5742,0.03045,0.077377,59.2447,0.999754
4923.pgm,10000,65536,43936,67.041,0.12439,0.075119,59.3733,0.999733
4924.pgm,10000,65536,40112,61.2061,0.05703,0.075638,59.3434,0.999766
4925.pgm,10000,65536,51824,79.0771,0.03014,0.077026,59.2644,0.999748
4926.pgm,10000,65536,37616,57.3975,0.02193,0.076538,59.292,0.999806
4927.pgm,10000,65536,44512,67.9199,0.02237,0.075897,59.3285,0.999822
4928.pgm,10000,65536,43728,66.7236,0.02504,0.075195,59.3689,0.999862
4929.pgm,10000,65536,46016,70.2148,0.02714,0.077423,59.2421,0.999863
4930.pgm,10000,65536,45424,69.3115,0.18685,0.076553,59.2912,0.99986
4931.pgm,10000,65536,39152,59.7412,0.05211,0.076706,59.2825,0.999834
4932.pgm,10000,65536,31184,47.583,0.02568,0.077759,59.2233,0.999799
4933.pgm,10000,65536,29312,44.7266,0.02098,0.075943,59.3259,0.99979
4934.pgm,10000,65536,24064,36.7188,0.01833,0.075592,59.346,0.999772
4935.pgm,10000,65536,28096,42.8711,0.01777,0.07637,59.3016,0.999725
4936.pgm,10000,65536,40864,62.3535,0.01844,0.075531,59.3496,0.999798
4937.pgm,10000,65536,41536,63.3789,0.01959,0.075806,59.3338,0.999746
4938.pgm,10000,65536,37984,57.959,0.0201,0.076065,59.319,0.999782
4939.pgm,10000,65536,36160,55.1758,0.02047,0.075089,59.3751,0.999801
4940.pgm,10000,65536,36736,56.0547,0.02115,0.076294,59.3059,0.999817
4941.pgm,10000,65536,38880,59.3262,0.02333,0.075363,59.3592,0.999786
4942.pgm,10000,65536,35760,54.5654,0.02918,0.077423,59.2421,0.999794
4943.pgm,10000,65536,42128,64.2822,0.05881,0.076187,59.312,0.999811
4944.pgm,10000,65536,45648,69.6533,0.08545,0.076447,59.2972,0.999813
4945.pgm,10000,65536,49472,75.4883,0.02882,0.075745,59.3373,0.999831
4946.pgm,10000,65536,56320,85.9375,0.02438,0.076508,59.2938,0.999839
4947.pgm,10000,65536,27920,42.6025,0.02002,0.076675,59.2842,0.999783
4949.pgm,10000,65536,29792,45.459,0.02553,0.075851,59.3312,0.999692
4950.pgm,10000,65536,11840,18.0664,0.04903,0.076828,59.2756,0.999551
4951.pgm,10000,65536,30960,47.2412,0.19051,0.075867,59.3303,0.999712
4954.pgm,10000,65536,21472,32.7637,0.04508,0.075058,59.3768,0.999636
4955.pgm,10000,65536,14640,22.3389,0.03426,0.0755,59.3513,0.999634
4956.pgm,10000,65536,10160,15.5029,0.0304,0.077652,59.2293,0.999644
4957.pgm,10000,65536,10768,16.4307,0.02474,0.076599,59.2886,0.999693
4958.pgm,10000,65536,20304,30.9814,0.02322,0.077148,59.2575,0.999736
4959.pgm,10000,65536,28208,43.042,0.02302,0.077316,59.2481,0.999683
4960.pgm,10000,65536,10480,15.9912,0.02237,0.07579,59.3347,0.999797
4961.pgm,10000,65536,16832,25.6836,0.04379,0.07634,59.3033,0.999747
4962.pgm,10000,65536,12368,18.8721,0.11108,0.075409,59.3566,0.999608
4963.pgm,10000,65536,17312,26.416,0.03475,0.075974,59.3242,0.999556
4964.pgm,10000,65536,14448,22.0459,0.02359,0.074921,59.3848,0.999684
4965.pgm,10000,65536,15424,23.5352,0.01997,0.075363,59.3592,0.999635
4979.pgm,10000,65536,16640,25.3906,0.0185,0.075638,59.3434,0.999613
4982.pgm,10000,65536,28400,43.335,0.02183,0.078125,59.2029,0.99961
4983.pgm,10000,65536,16176,24.6826,0.02491,0.076172,59.3129,0.999711
4984.pgm,10000,65536,29776,45.4346,0.12716,0.07637,59.3016,0.999692
4985.pgm,10000,65536,27776,42.3828,0.05475,0.076294,59.3059,0.999586
4988.pgm,10000,65536,17056,26.0254,0.0243,0.075256,59.3654,0.999494
4989.pgm,10000,65536,22720,34.668,0.02118,0.076965,59.2679,0.99972
4991.pgm,10000,65536,14480,22.0947,0.01965,0.075806,59.3338,0.999724
4992.pgm,10000,65536,15024,22.9248,0.01997,0.076614,59.2877,0.99959
4993.pgm,10000,65536,20896,31.8848,0.02007,0.076767,59.2791,0.999671
4994.pgm,10000,65536,27392,41.7969,0.0221,0.075562,59.3478,0.99984
4995.pgm,10000,65536,17232,26.2939,0.02422,0.076767,59.2791,0.999773
4996.pgm,10000,65536,25824,39.4043,0.04757,0.07756,59.2344,0.999759
4997.pgm,10000,65536,25040,38.208,0.13963,0.074554,59.4061,0.999863
4998.pgm,10000,65536,22768,34.7412,0.0319,0.075256,59.3654,0.999709
4999.pgm,10000,65536,11840,18.0664,0.02206,0.078064,59.2063,0.999551
5000.pgm,10000,65536,32944,50.2686,0.0208,0.076614,59.2877,0.999818
5001.pgm,10000,65536,37280,56.8848,0.01925,0.075333,59.361,0.999839
5005.pgm,10000,65536,25280,38.5742,0.01937,0.075195,59.3689,0.999665
5006.pgm,10000,65536,28128,42.9199,0.02234,0.076416,59.299,0.999857
5007.pgm,10000,65536,18096,27.6123,0.02372,0.076416,59.299,0.999563
5008.pgm,10000,65536,14192,21.6553,0.02475,0.077225,59.2532,0.999629
5009.pgm,10000,65536,30256,46.167,0.03754,0.076584,59.2894,0.999609
5010.pgm,10000,65536,24048,36.6943,0.19588,0.077484,59.2387,0.999734
5011.pgm,10000,65536,22080,33.6914,0.03573,0.077362,59.2455,0.999723
5013.pgm,10000,65536,21440,32.7148,0.0233,0.075592,59.346,0.999719
5014.pgm,10000,65536,19184,29.2725,0.01926,0.076569,59.2903,0.999616
5015.pgm,10000,65536,36960,56.3965,0.02,0.077179,59.2558,0.99982
5016.pgm,10000,65536,22368,34.1309,0.02042,0.077545,59.2353,0.999735
5017.pgm,10000,65536,16608,25.3418,0.02056,0.075546,59.3487,0.999776
5018.pgm,10000,65536,28992,44.2383,0.02323,0.075958,59.3251,0.999825
5019.pgm,10000,65536,31072,47.4121,0.02616,0.07634,59.3033,0.999888
5020.pgm,10000,65536,32304,49.292,0.05072,0.076355,59.3024,0.999887
5021.pgm,10000,65536,40336,61.5479,0.122,0.075958,59.3251,0.999882
5022.pgm,10000,65536,19328,29.4922,0.02735,0.075287,59.3636,0.999816
5023.pgm,10000,65536,20512,31.2988,0.02236,0.076355,59.3024,0.999797
5024.pgm,10000,65536,22368,34.1309,0.02099,0.077255,59.2515,0.999811
5025.pgm,10000,65536,23888,36.4502,0.0214,0.076065,59.319,0.999818
5029.pgm,10000,65536,15200,23.1934,0.02442,0.076019,59.3216,0.99973
5031.pgm,10000,65536,27024,41.2354,0.03044,0.077667,59.2284,0.999794
5033.pgm,10000,65536,30208,46.0938,0.05752,0.076614,59.2877,0.999861
5034.pgm,10000,65536,20240,30.8838,0.14587,0.075134,59.3724,0.99974
5035.pgm,10000,65536,40368,61.5967,0.09519,0.074844,59.3892,0.999898
5036.pgm,10000,65536,19840,30.2734,0.05641,0.076706,59.2825,0.999607
5037.pgm,10000,65536,22928,34.9854,0.03967,0.075516,59.3504,0.999685
5038.pgm,10000,65536,19888,30.3467,0.03327,0.076904,59.2713,0.999545
5039.pgm,10000,65536,19840,30.2734,0.02712,0.076294,59.3059,0.99959
5040.pgm,10000,65536,21264,32.4463,0.02398,0.076218,59.3102,0.999496
5041.pgm,10000,65536,27504,41.9678,0.02382,0.075394,59.3575,0.999601
5042.pgm,10000,65536,14720,22.4609,0.02124,0.076096,59.3172,0.999514
5043.pgm,10000,65536,20704,31.5918,0.02179,0.076309,59.305,0.99961
5044.pgm,10000,65536,21776,33.2275,0.02586,0.076736,59.2808,0.999568
5045.pgm,10000,65536,16576,25.293,0.09005,0.075882,59.3294,0.999598
5046.pgm,10000,65536,16400,25.0244,0.0683,0.076736,59.2808,0.999615
5047.pgm,10000,65536,18896,28.833,0.02898,0.077057,59.2627,0.999417
5048.pgm,10000,65536,17552,26.7822,0.02216,0.076935,59.2696,0.999552
5049.pgm,10000,65536,29280,44.6777,0.02119,0.076523,59.2929,0.999798
5050.pgm,10000,65536,23920,36.499,0.01937,0.075836,59.332,0.999837
5051.pgm,10000,65536,44384,67.7246,0.02169,0.077118,59.2593,0.999817
5052.pgm,10000,65536,47440,72.3877,0.02171,0.076523,59.2929,0.999833
5053.pgm,10000,65536,33520,51.1475,0.01966,0.075806,59.3338,0.999837
5054.pgm,10000,65536,46368,70.752,0.02325,0.077942,59.2131,0.999875
5055.pgm,10000,65536,41120,62.7441,0.02625,0.075623,59.3443,0.999861
5056.pgm,10000,65536,17584,26.8311,0.03056,0.075851,59.3312,0.999806
5057.pgm,10000,65536,17632,26.9043,0.17793,0.077133,59.2584,0.999772
5058.pgm,10000,65536,34416,52.5146,0.04594,0.075806,59.3338,0.999793
5059.pgm,10000,65536,29904,45.6299,0.02567,0.076797,59.2773,0.99981
5060.pgm,10000,65536,42768,65.2588,0.0227,0.077698,59.2267,0.999909
5061.pgm,10000,65536,31088,47.4365,0.01968,0.075912,59.3277,0.999866
5062.pgm,10000,65536,40768,62.207,0.02437,0.074966,59.3821,0.999839
5063.pgm,10000,65536,51584,78.7109,0.02972,0.077057,59.2627,0.999878
5064.pgm,10000,65536,49216,75.0977,0.02915,0.075897,59.3285,0.999863
5065.pgm,10000,65536,22624,34.5215,0.02361,0.076691,59.2834,0.999793
5066.pgm,10000,65536,32400,49.4385,0.02331,0.075806,59.3338,0.999838
5068.pgm,10000,65536,39104,59.668,0.02497,0.076828,59.2756,0.999849
5069.pgm,10000,65536,36880,56.2744,0.02596,0.075378,59.3583,0.999826
5070.pgm,10000,65536,23696,36.1572,0.02681,0.076279,59.3068,0.999846
5071.pgm,10000,65536,33568,51.2207,0.08237,0.077057,59.2627,0.999759
5072.pgm,10000,65536,35376,53.9795,0.071,0.076324,59.3042,0.999839
5073.pgm,10000,65536,28672,43.75,0.02875,0.075363,59.3592,0.999833
5074.pgm,10000,65536,30144,45.9961,0.02221,0.076523,59.2929,0.999771
5075.pgm,10000,65536,25296,38.5986,0.01856,0.076645,59.286,0.999762
5076.pgm,10000,65536,22032,33.6182,0.01903,0.075989,59.3233,0.999858
5077.pgm,10000,65536,30928,47.1924,0.02171,0.078293,59.1936,0.99988
5078.pgm,10000,65536,36592,55.835,0.02526,0.076843,59.2747,0.999828
5079.pgm,10000,65536,34432,52.5391,0.03209,0.077576,59.2335,0.999799
5080.pgm,10000,65536,34528,52.6855,0.04014,0.07605,59.3198,0.999807
5081.pgm,10000,65536,23600,36.0107,0.17123,0.075714,59.339,0.999781
5082.pgm,10000,65536,26096,39.8193,0.05451,0.077316,59.2481,0.999705
5084.pgm,10000,65536,14832,22.6318,0.02763,0.076385,59.3007,0.999861
5085.pgm,10000,65536,12784,19.5068,0.02184,0.076294,59.3059,0.999663
5086.pgm,10000,65536,37872,57.7881,0.02476,0.077698,59.2267,0.999897
5087.pgm,10000,65536,14304,21.8262,0.02082,0.074631,59.4016,0.999771
5088.pgm,10000,65536,12624,19.2627,0.02001,0.075226,59.3671,0.999782
5091.pgm,10000,65536,23312,35.5713,0.02202,0.075989,59.3233,0.999778
5092.pgm,10000,65536,21040,32.1045,0.0224,0.075851,59.3312,0.999865
5093.pgm,10000,65536,14128,21.5576,0.02569,0.076675,59.2842,0.999732
5094.pgm,10000,65536,41584,63.4521,0.18085,0.076385,59.3007,0.999857
5096.pgm,10000,65536,28272,43.1396,0.04729,0.075317,59.3619,0.999844
5097.pgm,10000,65536,18576,28.3447,0.02507,0.076248,59.3085,0.99983
5098.pgm,10000,65536,46944,71.6309,0.02384,0.077087,59.261,0.999875
5099.pgm,10000,65536,21472,32.7637,0.0185,0.076843,59.2747,0.999835
5100.pgm,10000,65536,26928,41.0889,0.02521,0.075439,59.3548,0.999809
5101.pgm,10000,65536,17296,26.3916,0.0236,0.076309,59.305,0.999917
5102.pgm,10000,65536,18896,28.833,0.02288,0.076584,59.2894,0.999838
5103.pgm,10000,65536,11616,17.7246,0.02084,0.075989,59.3233,0.999786
5104.pgm,10000,65536,13824,21.0938,0.02039,0.076309,59.305,0.999807
5105.pgm,10000,65536,14064,21.46,0.02151,0.075958,59.3251,0.999865
5106.pgm,10000,65536,25824,39.4043,0.02385,0.076447,59.2972,0.99986
5107.pgm,10000,65536,44176,67.4072,0.02859,0.076309,59.305,0.999901
5108.pgm,10000,65536,20224,30.8594,0.02795,0.075623,59.3443,0.999576
5109.pgm,10000,65536,22080,33.6914,0.03742,0.077042,59.2635,0.999953
5110.pgm,10000,65536,13392,20.4346,0.19697,0.076431,59.2981,0.999792
5113.pgm,10000,65536,10624,16.2109,0.04567,0.076492,59.2946,0.999801
5114.pgm,10000,65536,12400,18.9209,0.03381,0.075592,59.346,0.999843
5115.pgm,10000,65536,13664,20.8496,0.02965,0.075912,59.3277,0.999816
5117.pgm,10000,65536,14192,21.6553,0.02446,0.076248,59.3085,0.999836
5120.pgm,10000,65536,25648,39.1357,0.02585,0.0755,59.3513,0.999824
5121.pgm,10000,65536,27616,42.1387,0.02479,0.07518,59.3698,0.999829
5123.pgm,10000,65536,24896,37.9883,0.02344,0.076324,59.3042,0.999862
5124.pgm,10000,65536,43216,65.9424,0.02849,0.07579,59.3347,0.999943
5125.pgm,10000,65536,57440,87.6465,0.03383,0.075958,59.3251,0.999689
5126.pgm,10000,65536,42256,64.4775,0.1842,0.075241,59.3663,0.999899
5127.pgm,10000,65536,12384,18.8965,0.04267,0.077194,59.255,0.999772
5129.pgm,10000,65536,27952,42.6514,0.02406,0.075607,59.3452,0.999865
5130.pgm,10000,65536,24656,37.6221,0.02048,0.076462,59.2964,0.999786
5131.pgm,10000,65536,29200,44.5557,0.01985,0.075134,59.3724,0.999865
5132.pgm,10000,65536,17568,26.8066,0.01908,0.076355,59.3024,0.999859
5133.pgm,10000,65536,19040,29.0527,0.01853,0.076843,59.2747,0.999839
5134.pgm,10000,65536,43872,66.9434,0.02097,0.076675,59.2842,0.999593
5135.pgm,10000,65536,35488,54.1504,0.02052,0.077286,59.2498,0.999566
5136.pgm,10000,65536,41712,63.6475,0.02907,0.076035,59.3207,0.999624
5143.pgm,10000,65536,24720,37.7197,0.03192,0.074753,59.3945,0.999809
5144.pgm,10000,65536,42784,65.2832,0.19451,0.076035,59.3207,0.999857
5145.pgm,10000,65536,36992,56.4453,0.03905,0.073975,59.44,0.999831
5146.pgm,10000,65536,33568,51.2207,0.02435,0.075455,59.3539,0.999855
5147.pgm,10000,65536,27744,42.334,0.02069,0.077484,59.2387,0.999861
5148.pgm,10000,65536,23552,35.9375,0.01851,0.075989,59.3233,0.999838
5149.pgm,10000,65536,47984,73.2178,0.02052,0.077209,59.2541,0.999898
5151.pgm,10000,65536,47504,72.4854,0.02147,0.076996,59.2661,0.99987
5152.pgm,10000,65536,44656,68.1396,0.03174,0.074738,59.3954,0.999846
5153.pgm,10000,65536,21920,33.4473,0.15771,0.076859,59.2739,0.999787
5154.pgm,10000,65536,43296,66.0645,0.0567,0.076187,59.312,0.999847
5155.pgm,10000,65536,21920,33.4473,0.02424,0.076447,59.2972,0.999787
5156.pgm,10000,65536,46064,70.2881,0.02436,0.076248,59.3085,0.999757
5157.pgm,10000,65536,54176,82.666,0.0239,0.075577,59.3469,0.999818
5158.pgm,10000,65536,24000,36.6211,0.02299,0.075424,59.3557,0.999861
5159.pgm,10000,65536,49552,75.6104,0.0296,0.07608,59.3181,0.999895
5160.pgm,10000,65536,39008,59.5215,0.11757,0.077576,59.2335,0.999838
5161.pgm,10000,65536,31280,47.7295,0.05967,0.077042,59.2635,0.999903
5163.pgm,10000,65536,41040,62.6221,0.03009,0.075897,59.3285,0.999878
5164.pgm,10000,65536,38928,59.3994,0.02307,0.076675,59.2842,0.999847
5165.pgm,10000,65536,28048,42.7979,0.0202,0.075577,59.3469,0.999828
5166.pgm,10000,65536,28640,43.7012,0.02226,0.075165,59.3707,0.99971
5167.pgm,10000,65536,37024,56.4941,0.0254,0.076324,59.3042,0.999817
5168.pgm,10000,65536,26336,40.1855,0.02659,0.076202,59.3111,0.999868
5169.pgm,10000,65536,33232,50.708,0.02853,0.076004,59.3224,0.999804
5170.pgm,10000,65536,23536,35.9131,0.03542,0.076996,59.2661,0.999792
5171.pgm,10000,65536,23440,35.7666,0.1791,0.075851,59.3312,0.999861
5172.pgm,10000,65536,41152,62.793,0.03889,0.076508,59.2938,0.999842
5173.pgm,10000,65536,33776,51.5381,0.02509,0.077255,59.2515,0.999822
5174.pgm,10000,65536,24080,36.7432,0.02112,0.077225,59.2532,0.999848
5175.pgm,10000,65536,33456,51.0498,0.02076,0.07724,59.2524,0.999875
5176.pgm,10000,65536,20992,32.0312,0.0193,0.076004,59.3224,0.999807
5178.pgm,10000,65536,49200,75.0732,0.02211,0.077301,59.249,0.999863
5179.pgm,10000,65536,21232,32.3975,0.01939,0.077423,59.2421,0.999707
5182.pgm,10000,65536,25552,38.9893,0.02009,0.076447,59.2972,0.999834
